Player,Rk,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,xG_2,xAG_2,xG+xAG,npxG_2,npxG+xAG_2,Matches
Will Alves,19,engENG,FW,Leicester City,20-080,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Will Hughes,240,engENG,MF,Crystal Palace,30-007,1995,29,21,"1,869",20.8,0,3,3,0,0,0,11,0,1.0,1.0,2.7,3.7,18,82,24,0.00,0.14,0.14,0.00,0.14,0.05,0.13,0.18,0.05,0.18,Matches
Will Lankshear,294,engENG,"FW,MF",Tottenham,20-004,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
William Osula,396,dkDEN,FW,Newcastle Utd,21-263,2003,11,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,7,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches
William Saliba,444,frFRA,DF,Arsenal,24-031,2001,32,32,"2,814",31.3,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,134,6,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.10,0.07,0.10,Matches
William Smallbone,471,ieIRL,MF,Southampton,25-062,2000,14,6,612,6.8,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.1,5,23,21,0.15,0.00,0.15,0.15,0.15,0.06,0.09,0.16,0.06,0.16,Matches
Willian,550,brBRA,"MF,FW",Fulham,36-258,1988,7,1,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,5,27,17,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20,Matches
Willy Boly,62,ciCIV,DF,Nott'ham Forest,34-080,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Wilson Odobert,386,frFRA,FW,Tottenham,20-147,2004,11,6,516,5.7,0,0,0,0,0,0,0,0,0.7,0.7,0.9,1.6,36,19,52,0.00,0.00,0.00,0.00,0.00,0.12,0.16,0.28,0.12,0.28,Matches
Wout Faes,173,beBEL,DF,Leicester City,27-021,1998,29,25,"2,365",26.3,1,0,1,1,0,0,3,0,1.4,1.4,0.1,1.5,12,72,1,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.06,0.05,0.06,Matches
Woyo Coulibaly,111,frFRA,DF,Leicester City,25-339,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
Yankuba Minteh,348,gmGAM,"FW,MF",Brighton,20-276,2004,27,16,"1,470",16.3,5,4,9,5,0,0,6,0,3.7,3.7,4.7,8.4,63,35,154,0.31,0.24,0.55,0.31,0.55,0.23,0.29,0.52,0.23,0.52,Matches
Yasin Ayari,39,seSWE,MF,Brighton,21-200,2003,29,18,"1,647",18.3,0,1,1,0,0,0,3,0,2.2,2.2,2.1,4.3,27,65,56,0.00,0.05,0.05,0.00,0.05,0.12,0.12,0.23,0.12,0.23,Matches
Yehor Yarmoliuk,560,uaUKR,MF,Brentford,21-054,2004,26,10,"1,039",11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.3,0.9,12,45,42,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,Matches
Yerson Mosquera,357,coCOL,DF,Wolves,23-357,2001,5,5,441,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
Yoane Wissa,556,cdCOD,FW,Brentford,28-233,1996,30,29,"2,470",27.4,16,3,19,16,0,0,2,0,14.9,14.9,1.8,16.7,48,56,131,0.58,0.11,0.69,0.58,0.69,0.54,0.07,0.61,0.54,0.61,Matches
Youri Tielemans,503,beBEL,MF,Aston Villa,27-352,1997,34,34,"2,915",32.4,2,7,9,2,0,1,4,0,3.0,2.3,6.9,9.2,37,226,44,0.06,0.22,0.28,0.06,0.28,0.09,0.21,0.31,0.07,0.28,Matches
Youssef Chermiti,94,ptPOR,"FW,MF",Everton,20-335,2004,2,0,17,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Matches
Yukinari Sugawara,489,jpJPN,"DF,MF",Southampton,24-300,2000,29,15,"1,467",16.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,32,68,76,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches
Yunus Emre Konak,161,trTUR,"FW,MF",Brentford,19-104,2006,8,0,34,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches
Yves Bissouma,59,mlMLI,MF,Tottenham,28-237,1996,24,15,"1,210",13.4,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,71,3,0.15,0.00,0.15,0.15,0.15,0.04,0.02,0.06,0.04,0.06,Matches
Zain Silcott-Duberry,464,msMSR,FW,Bournemouth,19-289,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Álex Moreno,355,esESP,"DF,MF",Nott'ham Forest,31-320,1993,15,11,955,10.6,0,1,1,0,0,0,2,0,0.2,0.2,1.3,1.4,26,34,34,0.00,0.09,0.09,0.00,0.09,0.02,0.12,0.13,0.02,0.13,Matches
İlkay Gündoğan,218,deGER,MF,Manchester City,34-182,1990,30,22,"1,967",21.9,0,5,5,0,0,0,1,0,2.7,2.7,2.7,5.5,55,113,81,0.00,0.23,0.23,0.00,0.23,0.13,0.12,0.25,0.13,0.25,Matches
Łukasz Fabiański,172,plPOL,GK,West Ham,40-006,1985,13,12,"1,070",11.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
